name,address,price,neighborhood,county,type,reviews,stars,match_camis,match_distance,match_name
Basera Indian Bistro,"745 9th Avenue,New York, NY  10019",2,Hell's Kitchen ,New York County, Indian,24,3.6,41288162,0.00010469418779086519,basera indian bistro
Barmarche,"14 Spring Street,New York, NY  10012",2,NoLita ,New York County," Global, International",52,3.9,40928483,0.06923468357683804,rice to riches
Barclay Bar and Grill,"111 East 48th Street,New York, NY  10017",2,Midtown East ,New York County," Global, International",5,3.8,41464967,0.09957168941938864,oaxaca mexican grill
Barosa,"62-37 Woodhaven Blvd,Rego Park, NY  11374",2,Rego Park ,Queens County, Italian,2,4.0,41057755,0.007898370715042196,barosa brick oven
Barbuto,"775 Washington St.,New York, NY  10014",3,Meatpacking District ,New York County, Italian,149,4.2,41011682,0.009600574555753826,barbuto
Barolo,"398 West Broadway,New York, NY  10012",3,SoHo ,New York County, Italian,119,3.6,50048540,0.11656562009829673,la colombe
Beacon,"25 West 56th St.,New York, NY  10019",3,Midtown West ,New York County, American,284,3.9,41643558,0.07827530264520054,betony
Barbounia,"250 Park Ave South,New York, NY  10003",2,Gramercy / Flatiron ,New York County, Mediterranean,153,3.8,41142210,0.0011092216479123551,barbounia
Barbarini,"225 Front Street,New York, NY  10038",2,Financial District ,New York County, Italian,27,3.9,50003015,0.017478844588242854,barbalu
Baraonda,"1439 Second Avenue,New York, NY  10021",3,Upper East Side ,New York County, Italian,51,3.7,40394449,0.002346561458704188,baraonda
Barbetta Restaurant,"321 West 46th Street,New York, NY  10036",4,Theater District / Times Square ,New York County, Italian,101,3.8,40365726,0.00458203076423285,barbetta restaurant
Bar Paya,"65 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Latin / Spanish,20,4.2,50007157,0.10874640155913136,bar primi
Bar Luna,"511 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, Italian,84,3.6,40380517,0.10932653004800814,barney greengrass
Bar Basque,"839 6th Avenue,New York, NY  10001",2,Flower District ,New York County, Basque,55,3.3,50038027,0.0960348586763259,browns bagels
Bar Boulud,"1900 Broadway,New York, NY  10023",2,Lincoln Center ,New York County, French,613,3.9,41289647,0.0,bar boulud
Bar Breton,"254 5th Avenue,New York, NY  10020",2,Chelsea ,New York County, French,104,3.5,50034379,0.11801528309634954,black barn
Bar Stuzzichini,"928 Broadway,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Italian,67,3.5,50052721,0.12250165446543222,sushirrito
Bar Baresco,"191 7th Avenue,New York, NY  10011",2,Chelsea ,New York County, Italian,38,3.3,40512297,0.16022346381867222,barracuda bar
Baluchi's East Side,"224 East 53rd Street,New York, NY  10019",2,Midtown East ,New York County, Indian,5,4.0,50009767,0.06470322874328845,a plus thai place
Baluchi's - West Side,"240 West 56th Street,New York, NY  10019",2,Midtown West ,New York County, Indian,14,3.6,41640535,0.05925077823662708,balducci's
Bann Restaurant,"350 West 50th Street,New York, NY  10019",3,Midtown West ,New York County, Korean,54,3.9,41125652,0.0,bann
Bar Americain,"152 W. 52nd Street,New York, NY  10019",4,Midtown West ,New York County, American,938,4.1,41101050,0.0,bar americain
Bailey Pub and Brasserie,"52 William St.,New York, NY  10005",2,Financial District ,New York County, American,4,2.8,41178713,0.0643966063833334,financier patisserie
Balade Pitza & Grill,"208 1st Avenue,New York, NY  10009",2,East Village ,New York County, Lebanese,34,3.7,41460032,0.0019139692139744252,balade
Balaboosta,"214 Mulberry Street,New York, NY  10012",3,NoLita ,New York County, Mediterranean,128,4.0,41475942,0.0,balaboosta
Baluchi's - Downtown,"275 Greenwich Street,New York, NY  10007",2,TriBeCa - Downtown ,New York County, Indian,7,3.9,41383631,0.12669619664540577,dunkin' donuts
Bacchus,"409 Atlantic Avenue,Brooklyn, NY  11217",2,Boerum Hill ,Kings County, French,35,3.8,40876618,0.21786996781563003,bijan's
Baci Abbracci,"204 Grand Street,Brooklyn, NY  11211",2,Williamsburg ,Kings County, Italian,33,3.9,41127209,0.0,baci & abbracci
B.E.S (Boutique Eat Shop),"559 West 22nd Street,New York, NY  10011",2,Chelsea ,New York County, Mediterranean,114,4.2,50043734,0.2569835279155412,joe coffee shop
B. Cafe West,"566 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, Belgian,-1,-1,41648248,0.1324675729043559,candle cafe west
B. Cafe,"240 East 75th Street,New York, NY  10021",2,Upper East Side ,New York County, Belgian,65,3.8,41204966,0.0,b cafe
Azul Bistro,"152 Stanton Street,New York, NY  10002",3,Lower East Side ,New York County, Argentinean,23,3.9,50016676,0.10889825423822473,mazeish grill
AYZA Wine & Chocolate Bar Midtown,"11 West 31st Street,New York City, NY  10001",2,Midtown West ,New York County, Mediterranean,257,3.9,41254923,0.0,ayza cafe & wine bar
B. Smith's Restaurant Row,"320 West 46th St.,New York, NY  10036",3,Theater District / Times Square ,New York County, American,251,3.9,40394345,0.0420331759511985,da rosina restaurant
Aurora - Williamsburg,"70 Grand Street,Brooklyn, NY  11211",2,Williamsburg ,Kings County, Italian,72,4.3,40983620,0.0014374165789154262,aurora
Avra Estiatorio,"141 East 48th Street,New York, NY  10017",4,Midtown East ,New York County, Seafood,261,4.1,40734383,0.006017056726774788,avra estiatorio
Aurora - Soho,"510 Broome Street,New York, NY  10013",3,SoHo ,New York County, Italian,89,4.0,41245538,0.000980330259912443,aurora soho
Aureole - Bar Room,"135 West 42nd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, American,199,4.0,41408069,0.0,aureole
Aureole,"135 West 42nd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, American,277,4.4,41408069,0.0,aureole
Atlantic Grill at Lincoln Center,"49 West 64th St.,New York, NY  10023",3,Upper West Side ,New York County, Seafood,199,3.7,41514541,0.012189082988501874,atlantic grill west
Astor Court,"2 East 55th Street,New York, NY  10022",3,Midtown East ,New York County, International,7,4.1,41348712,0.1075006157002322,the core club
at Vermilion,"46th Street & Lexington Avenue, Northwest corner,New York, NY  10167",3,Midtown East ,New York County, Contemporary Indian,103,3.8,41376793,0.007027792670761364,at vermilion
Asia de Cuba - New York,"237 Madison Avenue,New York, NY  10016",4,Murray Hill ,New York County, Fusion / Eclectic,335,4.0,50017098,0.05422414915105382,zuma new york
Atlantic Grill,"1341 Third Avenue at 77th Street,New York, NY  10021",3,Upper East Side ,New York County, Seafood,341,4.0,40602482,0.006355227512875168,atlantic grill
Aspen Social Club,"157 West 47th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Comfort Food,96,3.4,50016867,0.001151379756624661,maple restaurant
Asiate,"80 Columbus Circle at 60th Street,New York, NY  10023",4,Columbus Circle ,New York County, Contemporary American,223,4.3,50007880,0.0,mandarin oriental hotel-asiate
Asellina Ristorante,"420 Park Avenue South,New York, NY  10016",4,Gramercy / Flatiron ,New York County, Italian,-1,-1,41552594,0.007905064117466947,asellina ristorante
Arte Cafe,"106 W 73rd St,New York, NY  10023",2,Upper West Side ,New York County, Italian,229,3.4,40513633,0.003020351853764056,arte cafe
Artisanal,"2 Park Avenue,New York, NY  10016",3,Murray Hill ,New York County, French,742,3.8,40815623,0.0,artisanal
Arte Restaurant,"21 East 9th Street,New York, NY  10003",3,East Village ,New York County, Italian,14,4.1,40399329,0.0,arte restaurant
Armani Ristorante 5th Avenue,"717 5th Avenue,New York, NY  10022",3,Midtown East ,New York County, Italian,78,4.0,50055631,0.015892118923959052,armani ristorante
Arno Restaurant,"141 West 38th Street,New York, NY  10018",3,Midtown West ,New York County, Italian,72,3.9,40386747,0.0,arno ristorante
Arabelle at the Hotel Plaza Athenee,"37 E. 64th St.,New York, NY  10065",4,Upper East Side ,New York County, American,35,4.0,40573929,0.0,arabelle
Aquavit Dining Room,"65 East 55th Street,New York, NY  10022",4,Midtown East ,New York County, Scandinavian,84,4.1,41092078,0.0,aquavit
Aquavit Bistro,"65 East 55th Street,New York, NY  10022",3,Midtown East ,New York County, Scandinavian,88,3.8,41092078,0.0,aquavit
Archives Restaurant,"333 Adams St.,Brooklyn, NY  11201",3,Downtown Brooklyn ,Kings County, American,1,4.0,40388386,0.16775093070702857,lee's villa chinese restaurant
Aqualis Grill,"773 Fulton Street,Brooklyn, NY  11217",2,Fort Greene ,Kings County, Seafood,-1,-1,41214960,0.11824245850473106,mullanes bar & grill
Apple Restaurant & Bombar,"17 Waverly Place,New York, NY  10003",2,East Village ,New York County, Pan-Asian,12,3.3,40399329,0.1524321006162146,arte restaurant
Appetito Ristorante,"47 West 39th Street,New York, NY  10018",3,Midtown West ,New York County, Italian,29,3.7,50033612,0.09409403476027238,academia barilla restaurant
Antonucci's,"170 East 81 Street,New York, NY  10028",2,Upper East Side ,New York County, Italian,40,3.9,41062070,0.14502717844233107,starbucks
Apiary,"60 3rd Avenue,New York, NY  10003",3,East Village ,New York County, Contemporary American,211,3.9,41715842,0.1186800190789667,papaya king
Apizz,"217 Eldridge St.,New York, NY  10002",3,Lower East Side ,New York County, Italian,146,4.2,50057614,0.11678732911197345,trapizzino
Antibes Bistro,"112 Suffolk Street,New York, NY  10002",2,Lower East Side ,New York County, French,49,4.1,50007159,0.00135651758309434,antibes bistro
AOC,"314 Bleeker Street,New York, NY  10014",3,West Village ,New York County, French,84,3.3,41223754,0.031686106715199704,panca
Antica Venezia,"396 West Street,New York, NY  10014",2,West Village ,New York County, Italian,123,4.2,40752437,0.21209911254005723,sanpanino
Annisa,"13 Barrow Street,New York, NY  10014",4,West Village ,New York County, American,249,4.4,40748296,0.0,restaurant annisa
Angus McIndoe,"258 West 44th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Contemporary American,147,3.6,41227884,0.06168740233516698,regal cinemas
Angelo & Maxie's Steakhouse - NYC,"233 Park Ave S.,New York, NY  10003",3,Gramercy / Flatiron ,New York County, Steak,201,4.0,40579607,0.05465881240276238,paul & jimmy's restaurant
Andaz,"1378 1st Avenue,New York, NY  10021",2,Upper East Side ,New York County, Indian,13,4.0,41390347,0.0,andaz
Amor Cubano,"2018 3rd Avenue,New York, NY  10029",2,Harlem ,New York County, Cuban,23,4.1,41299322,0.0018173212716679555,amor cubano
Ammos Estiatorio,"52 Vanderbilt Avenue,New York, NY  10017",3,Theater District / Times Square ,New York County, Greek,178,4.2,50019029,0.005423588309140082,ammos estiatorio
Amma,"246 E. 51st Street,New York, NY  10022",4,Midtown East ,New York County, Indian,92,4.1,40885805,0.004873902244149789,amma
Amsterdam Restaurant & Tapas Lounge,"1207 Amsterdam Avenue,New York, NY  10027",2,Upper West Side ,New York County, Fusion / Eclectic,11,3.1,50034366,0.05663338217821965,carleton lounge
Amber - West,"221 Columbus Avenue,New York, NY  10023",2,Upper West Side ,New York County, Asian,59,3.7,50036944,0.030915114840793203,amber
Ambassador Grill and Lounge,"1 United Nations Plz,New York, NY  10017",3,Midtown East ,New York County," Global, International",-1,-1,41402733,0.0,the ambassador grill and lounge
Amber Gramercy,"381 3rd Avenue,New York, NY  10016",2,Gramercy / Flatiron ,New York County, Asian,22,3.5,50046534,0.0008208873011816564,amber
Alouette,"2588 Broadway,New York, NY  10025",2,Upper West Side ,New York County, French,129,3.7,50019179,0.046294242179246395,paris baguette cafe
Alpha Fusion,"169 8th Avenue,New York, NY  10011",2,Chelsea ,New York County, Asian,27,3.7,50013127,0.1400884496103083,hot sichuan
Alor Cafe,"2110 Richmond Road,Staten Island, NY  10306",2,Staten Island ,Richmond County, European,19,3.9,41325743,0.0,alor cafe
Alloro,"307 East 77th Street,New York, NY  10075",3,Upper East Side ,New York County, Italian,64,4.2,40854486,0.012536863104909224,al forno
Almond,"12 East 22nd Street,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Mediterranean,130,3.7,40966216,0.00058513046776947,almond
Alfredo of Rome,"4 W. 49th Street,New York, NY  10020",3,Rockefeller Center Midtown ,New York County, Italian,66,3.7,40404080,0.07941497727077186,lazard freres
Alcala,"342 East 46th St.,New York, NY  10017",3,Midtown East ,New York County, Spanish,52,4.3,41675506,0.15234096081522858,alcala restaurant
Aldea,"31 West 17th Street,New York, NY  10011",2,Gramercy / Flatiron ,New York County, Mediterranean,263,4.2,41402635,0.0028852271340608403,aldea restaurant
Ajna Bar,"25 Little West 12th Street,New York, NY  10014",4,Meatpacking District ,New York County, Asian,206,3.7,50052554,0.15062107722904022,bangkok b.a.r.
Aleo,"7 West 20th Street,New York, NY  10011",3,Gramercy / Flatiron ,New York County, Italian,35,3.4,40988946,0.0014243218908538719,aleo
Agua Dulce,"802 9th Avenue,New York, NY  10019",2,Hell's Kitchen ,New York County, Latin American,134,3.7,40616799,0.09947560149494271,afghan kebab house #1
Al Bustan,"319 East 53rd Street,New York, NY  10022",3,Midtown East ,New York County, Lebanese,35,3.5,41448316,0.0004099128103904653,al bustan restaurant
Aja,"1068 First Avenue,New York, NY  10022",3,Midtown East ,New York County, Asian,63,3.8,50001842,0.012344611131366819,amaze
AJ Maxwell's - Steakhouse,"57 West 48th Street,New York, NY  10020",4,Theater District / Times Square ,New York County, Steakhouse,198,4.0,41555596,0.06550107629249098,jacques torres chocolate
Aged Steakhouse - Forest Hills,"107-04 70th Road,Forest Hills, NY  11375",3,Forest Hills ,Queens County, Steakhouse,34,3.5,50016968,0.010224573024008528,aged
Agozar!,"324 Bowery,New York, NY  10012",2,East Village ,New York County, Cuban,69,3.6,40929352,0.0,agozar
Agave,"140 7th Avenue South,New York, NY  10014",2,West Village ,New York County, Southwest,63,3.5,40868762,0.0033135211409796948,agave
Adour Alain Ducasse at The St. Regis New York,"Two East 55th Street at Fifth Avenue,New York, NY  10022",4,Midtown East ,New York County, French,97,4.2,41199657,0.045029075255220846,frederic fekkai new york
Aegean Cove,"20-01 Steinway Street,Astoria, NY  11105",3,Astoria ,Queens County, Greek,34,4.3,40530266,0.318903238445636,the bagel house
Aged - New York City,"2398 Broadway,New York, NY  10024",3,Upper West Side ,New York County, American,116,3.6,41382957,0.2167525476171925,amsterdam burger co.
Accademia Di Vino,"1081 3rd Avenue,New York, NY  10021",3,Upper East Side ,New York County, Italian,118,3.7,41677309,0.1455897518741432,atami japanese fusion
Accademia di Vino - Broadway,"2427 Broadway,New York, NY  10024",2,Upper West Side ,New York County, Italian,110,3.7,50002574,0.047408423887833874,cibo e vino
ABC Kitchen,"35 East 18th Street,New York, NY  10003",3,Gramercy / Flatiron ,New York County, Contemporary American,508,4.2,41162796,0.009360283306016888,abc kitchen
Abboccato,"136 W. 55th,New York, NY  10019",3,Midtown West ,New York County, Italian,150,3.7,41169754,0.07444182621011394,cafe metro
Abe & Arthur's,"409 West 14th Street,New York, NY  10014",3,Meatpacking District ,New York County, Contemporary American,266,3.7,40574346,0.06290050297429671,hale & hearty soup
Aangan,"2701 Broadway,New York, NY  10025",2,Upper West Side ,New York County, Indian,10,4.1,41425806,0.0,aangan
A.O.C. Bistro Brooklyn,"259 5th Avenue,Brooklyn, NY  11215",2,Park Slope ,Kings County, French,21,4.0,50016817,0.042685175573868556,two boots
A Voce Columbus,"10 Columbus Circle,New York, NY  10019",4,Midtown West ,New York County, Italian,401,3.9,50045771,0.025539160506122396,ascent lounge
A Voce Madison,"41 Madison Ave,New York, NY  10010",4,Gramercy / Flatiron ,New York County, Italian,184,4.1,41169053,0.010139394898660427,a voce
A La Turka Restaurant,"1417 2nd Avenue,New York, NY  10021",2,Upper East Side ,New York County, Turkish,68,3.6,41204031,0.0010140062005655549,a la turka
a casa fox,"173 Orchard Street,New York, NY  10002",2,Lower East Side ,New York County, Latin American,27,4.2,41322910,0.00223951099059171,a casa fox
540 Park,"540 Park Avenue,New York, NY  10065",2,Upper East Side ,New York County, American,-1,-1,50043719,0.09807451075854269,blu on park
5 Ninth,"5 Ninth Avenue,New York, NY  10014",3,Meatpacking District ,New York County, American,97,3.2,50017922,0.0933798762794831,santina
5 Napkin Burger,"630 9th Avenue,New York, NY  10036",2,Hell's Kitchen ,New York County, American,459,3.9,41313395,0.0030764534264047867,five napkin burger
5 Napkin Burger 84,"2315 Broadway,New York, NY  10024",2,Upper West Side ,New York County, American,177,3.8,41460077,0.008912857243129074,5 napkin burger
508 Restaurant & Bar,"508 Greenwich Street,New York, NY  10013",3,SoHo ,New York County, American,63,3.8,41301130,0.10980812036437204,tauro restaurant
5 Napkin Burger - Astoria,"3501 36th Street,Long Island City, NY  11106",2,Long Island City ,Queens County, American,58,4.2,50052722,0.14529317147734916,sweet scene astoria
The 5 and Diamond,"2072 Frederick Douglass Blvd,New York, NY  10026",2,Harlem ,New York County, American,21,3.9,50002371,0.29649689626886877,the cecil/minton's
9 Restaurant NYC,"800 9th Avenue,New York, NY  10019",3,Hell's Kitchen ,New York County, American,8,4.0,41508109,0.09263224632250808,pure thai restaurant
44 1/2 Hell's Kitchen,"626 10th Avenue,New York, NY  10036",3,Hell's Kitchen ,New York County, Contemporary American,146,4.0,40809948,0.008853754153777193,44 & x hell's kitchen
21 Club,"21 West 52nd Street,New York, NY  10019",4,Midtown West ,New York County, American,118,4.1,40364362,0.0,21 club
15 East Restaurant,"15 East 15th Street,New York, NY  10003",4,Union Square ,New York County, Sushi,67,4.0,40698892,0.0013853205928190935,15 east restaurant
107 West,"2787 Broadway,New York, NY  10025",2,Upper West Side ,New York County, American,-1,-1,40942485,0.001096211921385508,107 west restaurant
2 West,"2 West Street,New York, NY  10004",3,Financial District ,New York County, American,17,3.5,41644326,0.0,2 west restaurant
1 or 8,"66 South 2nd St.,Brooklyn, NY  11211",3,Williamsburg ,Kings County, Japanese,14,4.6,41454445,0.0,1 or 8
10 Downing Food & Wine,"10 Downing Street,New York, NY  10014",3,Greenwich Village ,New York County, American,170,3.5,50018822,0.0945859030307089,song e napule
1 Nocello,"257 West 55th Street,New York, NY  10019",3,Midtown West ,New York County, Italian,135,4.0,40605180,0.0,nocello
