name,address,price,neighborhood,county,type,reviews,stars,lng,lat
Osteria Morini,"218 Lafayette Street,New York, NY  10012",2,SoHo ,New York County, Italian,113,4.1,-73.9977926,40.7219929
Ouest,"2315 Broadway,New York, NY  10024",4,Upper West Side ,New York County, American,261,4.1,-73.9781294,40.7870225
Otto Enoteca Pizzeria,"1 Fifth Avenue,New York, NY  10003",2,Greenwich Village ,New York County, Italian,713,3.8,-73.9962275,40.7319594
The Owl House,"75 Marshall Street,Rochester, NY  14607",2,Rochester ,Monroe County, American,9,3.8,-77.60098800000002,43.15018
Osteria Del Circo,"120 West 55th Street,New York, NY  10019",4,Midtown West ,New York County, Italian,138,4.1,-73.9793577,40.7630705
Pace's Steak House - Port Jefferson,"318 Wynn Lane,Port Jefferson, NY  11777",3,Port Jefferson ,Suffolk County, Steakhouse,-1,-1,-73.0682795,40.9445482
Osteria Il Paiolo,"106 North 6th Street,Brooklyn, NY  11211",2,Williamsburg ,Kings County, Italian,7,3.9,-73.9604694,40.71829
Osteria al Doge,"142 West 44th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,209,3.9,-73.98491059999999,40.7566174
Osteria Laguna,"209 East 42nd St.,New York, NY  10017",3,Midtown East ,New York County, Italian,77,3.7,-73.973551,40.750644
Osso Buco Uptown,"1662 3rd Avenue,New York, NY  10128",2,Upper East Side ,New York County, Italian,34,4.1,-73.950977,40.783492
O's Food and Wine Bar,"552 North Country Road,St. James, NY  11780",3,St. James ,Suffolk County, Contemporary French,45,4.1,-73.1557842,40.8877945
Oscar's at the Waldorf Astoria,"Corner 50th St. & Lexington Ave,New York, NY  10022",2,Midtown East ,New York County, American,18,3.3,-73.97237059999999,40.756502
Organika,"89 7th Avenue South,New York, NY  10014",2,West Village ,New York County, Organic,9,3.2,-74.003013,40.7327247
Organic Grill,"123 First Ave,New York, NY  10003",2,East Village ,New York County, Organic,14,3.6,-73.9857778,40.7273662
Orsay,"1057-59 Lexington Avenue,New York, NY  10021",3,Upper East Side ,New York County, French,118,3.8,-73.9604753,40.7723975
One Restaurant,"1 Ryan Alley,Rochester, NY  14607",2,Rochester ,Monroe County, European,37,4.2,-77.595552,43.1547945
Onieals,"174 Grand Street,New York, NY  10013",2,SoHo ,New York County, American,5,3.6,-73.9978321,40.7197109
One Caroline Street Bistro,"1 Caroline Street,Saratoga Springs, NY  12866",3,Saratoga Springs ,Saratoga County," Global, International",51,3.8,-73.784913,43.082344
Ornella Trattoria Italiana,"29-17 23rd Avenue,Astoria, NY  11105",2,Astoria ,Queens County, Italian,1,5.0,-73.91313819999999,40.77486529999999
The Orchard,"162 Orchard St.,New York, NY  10002",3,Lower East Side ,New York County, American,112,4.0,-73.98852579999999,40.7210352
Opia,"130 East 57th Street,New York, NY  10022",3,Midtown East ,New York County, French,45,3.3,-73.96956589999999,40.7608624
One 83,"1608 1st Avenue,New York, NY  10128",3,Upper East Side ,New York County, Italian,31,3.7,-73.9501499,40.775152
"One if by Land, Two if by Sea","17 Barrow St.,New York, NY  10014",4,Greenwich Village ,New York County, American,514,4.3,-74.0025878,40.7324943
ONE 53,"153 Washington Street,Rocky Hill, NJ  08553",3,Princeton ,Somerset County, Contemporary American,122,4.2,-74.6336007,40.3996851
Opus 465,"465 Main Street,Armonk, NY  10564",2,Armonk ,Westchester County, Contemporary American,27,3.5,-73.7137454,41.1282492
Ofrenda,"113 7th Avenue South,New York, NY  10014",2,West Village ,New York County, Mexican,50,3.5,-74.00238039999999,40.733915
Old Homestead Restaurant,"56 9th Avenue,New York, NY  10011",4,Meatpacking District ,New York County, Steak,154,3.6,-74.0047629,40.7412007
Olives,"201 Park Avenue South,New York, NY  10003",4,Union Square ,New York County, Mediterranean,120,3.9,-73.9885554,40.7366011
Olio Pizza e Pi,"3 Greenwich Ave,New York, NY  10011",2,West Village ,New York County, Italian,-1,-1,-73.99963629999999,40.7339289
Old Orchard Inn,"2095 Blackeley Corners Rd,East Aurora, NY  14052",3,East Aurora ,Erie County, Contemporary American,-1,-1,-78.59860599999999,42.73028
Okeanos Restaurant,"314 7th Ave.,Brooklyn, NY  11215",2,Park Slope ,Kings County, Greek,3,3.7,-73.9813439,40.6675049
Octavia's Porch,"40 Ave. B,New York, NY  10009",2,Lower East Side ,New York County," Global, International",-1,-1,-73.9830308,40.7228771
Oddfellows Rest Louisiana Bar & Restaurant,"80 River Street,Hoboken, NJ  07030",2,Hoboken ,Hudson County, Creole / Cajun / Southern,22,4.1,-74.02940629999999,40.7361944
The Odeon,"145 W. Broadway,New York, NY  10013",2,TriBeCa - Downtown ,New York County, French,159,3.9,-74.00779969999999,40.7169529
Oevo Ristorante,"420 Northern Blvd.,Great Neck, NY  11021",3,Great Neck ,Nassau County, Italian,27,3.7,-73.7219266,40.779382
Octagon,"625 North Rd. Rte. 117,Groton, CT  06340",3,Groton ,New London County, Contemporary American,15,4.0,-72.02516680000001,41.3649865
O'Connell's Bar & Grill,"111 Montgomery Street,Jersey City, NJ  07302",2,Jersey City ,Hudson County, American,2,3.5,-74.0396178,40.7168003
Oceanos Restaurant,"2-27 Saddle River Road,Fair Lawn, NJ  07410",2,Fairlawn ,Bergen County, Seafood,98,4.3,-74.0948174,40.9289759
Oceana,"120 West 49th Street,New York, NY  10020",3,Midtown West ,New York County, Seafood,421,4.1,-73.98197569999999,40.7595452
The Oar Steak and Seafood Grill,"264 West Avenue,Patchogue, NY  11772",2,Patchogue ,Suffolk County, Seafood,40,4.1,-73.0167166,40.7561765
Oasis Waterfront Restaurant,"3253 Noyac Road,Sag Harbor, NY  11963",4,Sag Harbor ,Suffolk County, Contemporary American,79,4.3,-72.3479991,40.9936446
Ocean Grill New York,"384 Columbus Avenue at 78th Street,New York, NY  10024",3,Upper West Side ,New York County, Seafood,232,4.0,-73.9760776,40.7816785
Nove Italian Bistro,"3900 Richmond Avenue,Staten Island, NY  10312",3,Staten Island ,Richmond County, Italian,19,4.3,-74.16414639999999,40.5428454
Nuela,"43 W. 24th St.,New York, NY  10010",2,Chelsea ,New York County, Latin American,186,3.8,-73.9912968,40.7433741
Novecento New York,"343 West Broadway,New York, NY  10013",3,SoHo ,New York County, Argentinean,39,3.9,-74.0033613,40.7225542
Nuage French Japanese Fusion,"203 East Putnam Avenue,Cos Cob, CT  06807",3,Greenwich ,Fairfield County, Seafood,19,4.2,-73.598713,41.037929
The Oak Room at the Plaza Hotel,"10 Central Park South,New York, NY  10019",4,Midtown East ,New York County, American,145,4.2,-73.974053,40.76477939999999
Novita Wine Bar Trattoria - Garden City,"860 Franklin Avenue,Garden City, NY  11530",3,Garden City ,Nassau County, Italian,43,4.0,-73.6352296,40.7275287
Novit - New York City,"102 East 22nd Street,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Italian,122,3.9,-73.9864322,40.73912360000001
Numero 28 Pizzeria Napoletana,"176 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Italian,10,3.8,-73.9859834,40.7304266
North Square,"103 Waverly Place,New York, NY  10011",3,West Village ,New York County, Contemporary American,142,4.0,-73.9986893,40.7325032
Nougatine at Jean Georges,"1 Central Park West,New York, NY  10023",3,Midtown West ,New York County, French,474,4.2,-73.9815581,40.76912
The North Fork Table & Inn,"57225 Main Road,Southold, NY  11971",4,North Fork ,Suffolk County, Contemporary American,238,4.6,-72.4171641,41.0681305
Nomado 33,"165 East 33rd Street,New York, NY  10016",2,Murray Hill ,New York County, Sushi,29,3.7,-73.9790168,40.7454813
Norma's at Le Parker Meridien,"119 West 56th Street,New York, NY  10019",2,Midtown West ,New York County, American,620,3.9,-73.9784051,40.7641849
North,"386 Main Street,Armonk, NY  10504",3,Armonk ,Westchester County, American,203,4.2,-73.71372,41.1253096
Nomad,"78 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Mediterranean,41,3.7,-73.9889211,40.7263365
Nolita House Restaurant,"47 East Houston Street,2nd Floor,New York, NY  10012",2,NoLita ,New York County, Comfort Food,29,3.7,-73.9947464,40.7246698
Nobu Next Door,"105 Hudson Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, Japanese,178,3.9,-74.0089934,40.7195264
Nonnina Italian Bistro,"999 Montauk Hwy,West Islip, NY  11795",3,Islip ,Suffolk County, Italian,27,4.2,-73.2852083,40.6972268
Nobu New York,"105 Hudson Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, Japanese,281,4.0,-74.0089934,40.7195264
Nobu Fifty Seven,"40 West 57th Street,New York, NY  10019",4,Midtown West ,New York County, Japanese,200,4.0,-73.97635199999999,40.7635673
Nisos Mediterranean Cuisine,"176 8th Avenue,New York, NY  10011",2,Chelsea ,New York County, Mediterranean,20,3.7,-74.00014000000002,40.742656
Noah's,"136 Front Street,Greenport, NY  11944",2,Greenport ,Suffolk County, Tapas / Small Plates,75,3.9,-72.3617714,41.10218039999999
Nizza - NYC,"630 9th Avenue,New York, NY  10036",2,Hell's Kitchen ,New York County, Italian,137,3.7,-73.9911492,40.7599157
Nisi Restaurant,"90 Grand Avenue,Englewood, NJ  07631",3,Englewood ,Bergen County, Greek,61,4.2,-73.9754437,40.89019520000001
Nisen Sushi - Commack,"5032 Jericho Turnpike,Commack, NY  11725",3,Commack ,Suffolk County, Sushi,49,4.2,-73.31208889999999,40.8400044
Nirvana,"346 Lexington Avenue,New York, NY  10001",3,Midtown East ,New York County, Indian,48,3.8,-73.977387,40.7500156
Nisen Sushi,"7967 Jericho Turnpike,Woodbury, NY  11797",4,"Woodbury, NY ",Nassau County, Sushi,31,3.6,-73.47637,40.8158144
NIOS,"130 West 46th St.,New York, NY  10036",3,Midtown West ,New York County, American,68,3.8,-73.9837641,40.7577951
Nino's,"1354 First Avenue,New York, NY  10021",3,Upper East Side ,New York County, Italian,49,3.8,-73.95533089999999,40.7681212
Nina,"27 West Main Street,Middletown, NY  10940",3,"Middletown, NY ",Orange County, Contemporary American,53,4.2,-74.4209364,41.4451919
Ninety Acres,"2 Main Street,Peapack and Gladstone, NJ  07977",3,Bedminster ,Somerset County, Contemporary American,375,4.1,-74.6522439,40.6972009
Nino's Tuscany,"117 W. 58th Street,New York, NY  10019",3,Midtown West ,New York County, Italian,53,3.8,-73.9772655,40.7654611
Ninja,"25 Hudson St,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Japanese,334,4.2,-74.009407,40.7168467
Niles New York City,"371 7th Avenue,New York, NY  10001",3,Midtown West ,New York County, Contemporary American,59,3.6,-73.9916558,40.7487055
Nicole at The Novotel Hotel Times Square,"226 West 52nd Street,New York, NY  10019",2,Theater District / Times Square ,New York County, International,9,3.6,-73.9837907,40.7626833
Nick & Stef's,"9 Penn Plaza,New York, NY  10001",3,Midtown West ,New York County, Steak,54,3.9,-73.9932303,40.75105970000001
Nikki Midtown,"151 East 50th St.,New York, NY  10022",3,Midtown East ,New York County, International,3,4.0,-73.97120249999999,40.7561999
Nick & Toni's,"136 North Main Street,East Hampton, NY  11937",3,Hamptons ,Suffolk County, Italian,140,4.2,-72.1813694,40.9701757
Nino's Positano,"890 Second Avenue,New York, NY  10017",3,Midtown East ,New York County, Italian,19,3.7,-73.9693632,40.75318499999999
Nicholas James Bistro,"2057 Merrick Road,Merrick, NY  11566",2,Merrick ,Nassau County, Contemporary American,46,3.9,-73.547923,40.6573778
Nicholas,"160 Hwy 35,Red Bank, NJ  07701",4,Red Bank ,Monmouth County, Contemporary American,137,4.6,-74.0809146,40.362033
Nice Matin,"201 West 79th Street,New York, NY  10024",3,Upper West Side ,New York County, French,182,3.9,-73.9784952,40.7834267
Nicchio,"1000 Main Street,Belmar, NJ  07719",2,Belmar ,Monmouth County, Italian,22,3.8,-74.0253061,40.1791072
Nichi's,"175 Main St.,Wynantskill, NY  12198",2,Wynantskill ,Rensselaer County, American,5,4.4,-73.636822,42.69518799999999
Nessa,"325 North Main Street,Port Chester, NY  10573",2,Port Chester ,Westchester County, Italian,122,3.7,-73.6588092,41.0058321
New York Central,"109 East 42nd Street,New York, NY  10017",2,Midtown East ,New York County, French,-1,-1,-73.9763424,40.7520393
New Paradise Cafe,"126 Main Street,Sag Harbor, NY  11963",3,Hamptons ,Suffolk County, Contemporary American,28,4.0,-72.2957007,40.99987050000001
New Mill Restaurant,"493 South End Road,Plantsville, CT  06479",2,Plantsville ,Hartford County, Contemporary American,35,4.0,-72.871804,41.569393
Nero D' Avola,"46 Gansevoort Street,New York, NY  10014",3,Meatpacking District ,New York County, Italian,53,3.7,-74.00656099999999,40.73931650000001
Next Door Bar and Grill,"3220 Monroe Avenue,Rochester, NY  14618",2,Rochester ,Monroe County, European,126,4.1,-77.540162,43.10527500000001
Nero's Grille,"618 S. Livingston Ave,Livingston, NJ  07039",2,Livingston ,Essex County, Steakhouse,18,3.4,-74.3271634,40.772919
Nektar,"451 Elmwood Ave,Buffalo, NY  14222",2,Buffalo ,Erie County, Contemporary American,23,4.0,-78.8767597,42.9095033
Negril Village,"70 West 3rd Street,New York, NY  10012",2,West Village ,New York County, Caribbean,109,4.2,-73.9983558,40.729352
Naples 45,"200 Park Avenue,New York, NY  10166",2,Midtown East ,New York County, Italian,59,3.4,-73.9766297,40.7535222
NAYA Mezze & Grill,"1057 2nd Avenue,New York, NY  10022",2,Midtown East ,New York County, Lebanese,103,4.0,-73.9662178,40.7585449
Nautilus Cafe,"46 Woodcleft Avenue,Freeport, NY  11520",3,Freeport ,Nassau County, Seafood,47,3.9,-73.5830253,40.6383741
Natsumi Restaurant,"226 West 50th Street,New York, NY  10019",3,Theater District / Times Square ,New York County, Japanese,82,3.8,-73.98527399999999,40.7616963
Navy Beach,"16 Navy Road,Montauk, NY  11954",2,Montauk ,Suffolk County, Seafood,34,3.5,-71.95976259999999,41.044371
Nanking - Manhattan,"1634 Broadway,New York, NY  10019",2,Theater District / Times Square ,New York County, Fusion / Eclectic,19,3.2,-73.983583,40.76174839999999
Nana Restaurant & Bar,"155 5th Avenue,Brooklyn, NY  11217",2,Park Slope ,Kings County, Southeast Asian,5,3.6,-73.979201,40.6778753
Napa & Company,"75 Broad Street,Stamford, CT  06901",3,Stamford ,Fairfield County, Contemporary American,70,4.1,-73.5401918,41.0550822
The National,"557 Lexington Ave,New York, NY  10022",2,Midtown East ,New York County, Contemporary American,-1,-1,-73.971947,40.756593
Murals on 54,"65 West 54th Street,New York, NY  10019",2,Theater District / Times Square ,New York County, Mediterranean,31,3.9,-73.9782725,40.7624022
Nanking - New Hyde Park,"2056 Hillside Avenue,New Hyde Park, NY  11040",2,Garden City ,Nassau County, Chinese,10,4.0,-73.6742261,40.7511191
Murano Ristorante,"207 West 36th Street,New York, NY  10018",2,Midtown East ,New York County, Italian,36,3.6,-73.9901605,40.7526176
Mulberry's Restaurant,"158 Market Street,Elmwood Park, NJ  07407",2,Elmwood Park ,Bergen County, Italian,3,4.3,-74.1249524,40.9009201
Mulino's,"99 Court St.,White Plains, NY  10601",4,White Plains ,Westchester County, Italian,75,4.1,-73.7666838,41.03019159999999
Mumon,"1300 Franklin Avenue,Garden City, NY  11530",2,Garden City ,Nassau County, Japanese,17,3.8,-73.63813209999999,40.7346308
MPD Restaurant,"73 Gansevoort Street,New York, NY  10014",3,Meatpacking District ,New York County, Contemporary French,19,3.6,-74.0077847,40.739516
MR CHOW - TriBeca,"121 Hudson Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Chinese,139,4.2,-74.0089466,40.7201545
Mr. K's,"570 Lexington Avenue at 51st Street,New York, NY  10022",4,Midtown East ,New York County, Chinese,68,4.1,-73.97246899999999,40.757037
MR CHOW - 57th,"324 East 57th Street,New York, NY  10022",4,Midtown East ,New York County, Chinese,94,4.0,-73.9644708,40.7587261
The Mouzon House Restaurant,"1 York Street,Saratoga Springs, NY  12866",3,Saratoga Springs ,Saratoga County, Contemporary American,27,4.1,-73.782015,43.084767
Mulan Restaurant,"136-17 39th Avenue,2nd Floor,Flushing, NY  11354",3,Flushing ,Queens County, Asian,14,3.7,-73.82974879999999,40.7608034
Morton's The Steakhouse - White Plains,"9 Maple Avenue,White Plains, NY  10601",4,White Plains ,Westchester County, Steak,93,4.3,-73.759031,41.02922299999999
Mo's New York Grill,"14  Memorial Highway,New Rochelle, NY  10801",3,New Rochelle ,Westchester County, American,45,3.7,-73.7827375,40.9088462
Mosaico,"1072 US 22,Mountainside, NJ  07092",3,Westfield ,Union County, Italian,18,4.2,-74.33938789999999,40.6827895
Morton's The Steakhouse - Midtown Manhattan,"551 5th Ave,New York, NY  10017",4,Midtown East ,New York County, Steak,187,4.2,-73.97928139999999,40.7556544
Morton's The Steakhouse - Great Neck,"777 Northern Blvd.,Great Neck, NY  11020",4,Great Neck ,Nassau County, Steak,109,4.3,-73.71316279999999,40.7840561
Morrell Wine Bar & Cafe,"1 Rockefeller Plaza,New York, NY  10020",3,Rockefeller Center Midtown ,New York County, American,22,3.8,-73.9788647,40.7580616
Montenapo,"250 West 41st Street, at the NY Times Building,New York, NY  10036",3,Midtown West ,New York County, Italian,80,3.3,-73.98935100000001,40.7561766
Morgans Fish House,"22 Elm Place,Rye, NY  10580",3,Rye ,Westchester County, Seafood,130,3.9,-73.6861192,40.9835642
Morello Italian Bistro,"253 Greenwich Avenue,Greenwich, CT  06830",3,Greenwich ,Fairfield County, Italian,53,3.8,-73.6256162,41.0264996
Morton's The Steakhouse - Brooklyn,"339 Adams Street,Brooklyn, NY  11201",4,Downtown Brooklyn ,Kings County, Steak,72,4.3,-73.9884107,40.6932044
Monte's Trattoria,"97 Macdougal Street,New York, NY  10012",3,Greenwich Village ,New York County, Italian,56,3.9,-74.001154,40.7296219
Morimoto New York,"88 10th Avenue,New York, NY  10011",4,Chelsea ,New York County, Japanese,504,4.2,-74.0072503,40.7430827
Montclair Station,"275 Bellevue Avenue,Montclair, NJ  07043",2,Montclair ,Essex County, Contemporary American,12,2.8,-74.2095033,40.8420242
Montana's Restaurant,"13 Atlantic Avenue,Freeport, NY  11520",2,Freeport ,Nassau County, Italian,-1,-1,-73.5765309,40.6464844
Montebello Ristorante Italiano,"120 E. 56th St.,New York, NY  10022",3,Midtown East ,New York County, Italian,70,3.9,-73.9706324,40.76045879999999
Morton's The Steakhouse - Hartford,"30 State House Square,Hartford, CT  06103",4,Hartford / West Hartford ,Hartford County, Steak,82,4.6,-72.67276199999999,41.7666206
Monterey NY,"20 West Park Avenue,Long Beach, NY  11561",2,Long Beach ,Nassau County, Californian,26,3.3,-73.6648602,40.588144
